bmg_alloy,paper_sno,actual_d_max
C12.5Co70.0W17.5,[9],0
Al59.0Si22.0Cr19.0,[9],0
Al10.0Ni10.0Cu20.0Pr60.0,"[9, 5, 7]",5
Al33.6Ca66.4,"[9, 5, 7]",1
Ti50.0Ni15.0Cu32.0Sn3.0,"[9, 5, 7]",1
C5.0Si25.0Ni70.0,[9],0
Fe27.0Cu51.0Ag22.0,[9],0
Al75.0V15.0Cu10.0,[9],0
C18.0Co58.0W24.0,[9],0
Ti10.0Ni40.0Cu50.0,[9],0
B36.0C12.0Co52.0,[9],0
Al8.0Ni2.0Cu34.0Zr48.0Ag8.0,"[9, 5, 7]",25
C18.0Co62.0W20.0,[9],0
B4.0C4.0Si3.0P9.0Fe46.0Co30.0Mo4.0,[9],3
Cu52.5Ga7.5Zr40.0,"[9, 5, 7]",1.5
B2.0Co82.0Zr16.0,[9],0
B14.8Si9.9Fe74.2Zr1.0,[9],0.75
Al88.0Cr12.0,[9],0
B19.2Si4.8Fe43.2Co28.8Nb4.0,[9],4
Mg65.5Cu25.5Gd9.0,"[9, 5, 7]",6
Al25.0Ni15.0Cu5.0La55.0,"[9, 5, 7]",4
C6.0Fe86.0W8.0,[9],0
B14.0Si6.0Ni80.0,[9],0
Fe16.0Ag84.0,[9],0
Al89.0Mn2.0Ni9.0,[9],0
B22.0Fe72.0Y4.0Nb2.0,"[9, 2, 5]",4
P16.0Ni83.0Cu1.0,[9],0
Mg69.0Ni15.0Ag6.0Gd10.0,"[9, 5, 7]",7
Al25.0Co20.0Y55.0,"[9, 5, 7]",2
Mg23.0Ca53.0Cu24.0,"[9, 5, 7]",7
Si40.0Ti30.0Ni30.0,[9],0
C6.0Fe82.0W12.0,[9],0
Si5.0Ti45.0Ni50.0,[9],0
Mg85.0Zn15.0,[9],0
P21.5Co12.5Ni66.0,[9],0
Cu90.0Ag5.0Ce5.0,[9],0
C10.0Ni90.0,[9],0
Si3.0Ti11.0Ni59.0Zr19.0Nb6.0Sn2.0,"[9, 5]",5
Al90.0Ca5.0Ni5.0,[9],0
Al90.0Si2.0Fe8.0,[9],0
Ti80.0Cu20.0,[9],0
C15.0Co77.5W7.5,[9],0
Al60.0La40.0,[9],0
B22.8Fe68.4Mo3.8Dy5.0,[9],2
Mg15.0Ca60.0Zn25.0,"[9, 5, 7]",6
Fe27.0Cu45.0Ag28.0,[9],0
B18.0P3.0Fe79.0,[9],0
Al78.6Si4.0Mn17.4,[9],0
Al88.0Fe2.0Ni10.0,[9],0
C20.0Fe76.0W4.0,[9],0
Mg20.0Ca50.0Cu30.0,"[9, 5, 7]",8
C16.0Co64.0W20.0,[9],0
Mg90.0Mn10.0,[9],0
C16.0Cr32.0Co52.0,[9],0
Mg20.0Y40.0Ag40.0,[9],0
B22.0Ti2.0Fe72.0Y4.0,"[9, 2, 5]",3
B20.0C8.0Ni72.0,[9],0
Fe63.0Cu20.0Ag17.0,[9],0
P22.0Co3.5Ni74.5,[9],0
Mg60.0Ni10.0La30.0,[9],0
Mg90.0Ce10.0,[9],0
B19.2Si4.8Fe68.1Nb4.0Tb3.84,[9],3.5
Mg90.0Y5.0Ag5.0,[9],0
Be10.0Ti9.0Cu54.0Zr27.0,"[9, 7]",5
Mg25.0Ca40.0Cu35.0,"[9, 5, 7]",4
C18.0Ni58.0Mo24.0,[9],0
Mg75.0Cu10.0Ce15.0,[9],0
B12.0C8.0Co80.0,[9],0
B2.0Fe78.0Ni20.0,[9],0
B6.0C15.0Fe57.8Co6.42Mo14.0Er0.75,[9],4
Mg20.0Ca70.0Cu10.0,"[9, 7]",0.5
C16.0Ni68.0Mo16.0,[9],0
Mg87.5Mn10.0Y2.5,[9],0
B12.0Mn15.0Fe73.0,[9],0
Al8.0Cu37.6Zr46.0Ag8.36,"[9, 5, 7]",20
B16.0Fe74.0Cu10.0,[9],0
Mg25.0Ca55.0Zn20.0,"[9, 5, 7]",1
B16.0C20.0Co64.0,[9],0
B9.0Si8.0Fe83.0,[9],0
Al92.0Fe4.0Co4.0,[9],0
Al85.0Co10.0Ni5.0,[9],0
Al83.0Mn7.0Ce10.0,[9],0
Al89.0Fe5.0Ni6.0,[9],0
B4.0Fe76.0Mo20.0,[9],0
P19.0Co10.0Ni71.0,[9],0
B19.2Si4.8Fe66.2Nb4.0Tb5.76,[9],3
Mg90.0Ni5.0La5.0,[9],0
Si20.0Ti30.0Ni50.0,[9],0
Ti30.0Ni40.0Cu30.0,[9],0
B8.0Cr5.0Fe87.0,[9],0
B19.2Si4.8Fe14.4Ni57.6Nb4.0,[9],2
B19.2Si4.8Fe7.2Co64.8Nb4.0,[9],2
Mg90.0Cu5.0Y5.0,[9],0
Si15.0Ni85.0,[9],0
C18.0Co68.0W14.0,[9],0
Al14.0Sc46.0Co20.0Y20.0,[9],1
B19.2Si4.8Fe28.8Ni43.2Nb4.0,[9],3
B3.0C18.0Cr15.0Fe49.0Mo14.0Er1.0,"[9, 2, 5]",4
B6.0C15.0Cr4.0Fe60.5Mo14.0Er0.5,"[9, 2, 5]",3
B14.0C20.0Ni66.0,[9],0
Al7.5Cu52.5Hf40.0,"[9, 5, 7]",3
Si13.0Ti37.0Nb50.0,[9],0
Al90.0Cu5.0Ce5.0,[9],0
Fe66.7Tb33.3,[9],0
Al88.0Cu10.0Ce2.0,[9],0
B2.0Fe80.0Mo18.0,[9],0
Ti80.0Ni10.0Cu10.0,[9],0
B19.2Si4.8Fe70.0Nb4.0Tb1.92,[9],2.5
Cu86.0Ag6.0Ce8.0,[9],0
Mg17.5Ca60.0Zn22.5,"[9, 5, 7]",10
Si2.0Ti13.0Ni59.0Zr14.0Nb9.0Sn3.0,"[9, 5]",2
P20.0Ni67.0Cu13.0,[9],0
Ti10.0Cu90.0,[9],0
Al98.0Co2.0,[9],0
Al87.0Fe4.0Ni9.0,[9],0
B22.0C5.0Ni73.0,[9],0
Al90.0Mn2.0Co8.0,[9],0
Be2.5Zr97.5,[9],0
B17.0C16.0Ni67.0,[9],0
C20.0Cr22.0Fe58.0,[9],0
Mg89.5Mn8.0Y2.5,[9],0
Be25.0Zr60.0Nb15.0,[9],0
Mg65.0Cu20.0Zn5.0Y10.0,"[9, 5, 7]",1
Al88.0Mn2.0Co10.0,[9],0
Al25.0Co20.0Y16.0Lu39.0,"[9, 5, 7]",5
Al77.0Fe5.0Ce18.0,[9],0
B6.0C8.0P10.0Cr2.0Fe65.0Mo9.0,"[9, 2, 5]",2.5
Mg85.0Ca5.0Zn10.0,[9],0
Al70.0La30.0,[9],0
B22.0Al24.0Co54.0,[9],0
B14.7Si9.8Fe73.5Nb2.0,[9],1
Al96.0Co4.0,[9],0
C14.0Co76.0W10.0,[9],0
B8.0Fe89.0Cu3.0,[9],0
Ti25.0Cu75.0,[9],0
Mg30.0Ca45.0Cu25.0,"[9, 5, 7]",1
P16.0Ni80.0Cu4.0,[9],0
Al85.0Nb10.0Ce5.0,[9],0
C5.0Si25.0Co70.0,[9],0
Al89.0Cr3.0Ce8.0,[9],0
Mg80.0Al15.0Zn5.0,[9],0
Al84.0Mn6.0Ni10.0,[9],0
B18.0Fe62.0Cu20.0,[9],0
Mg27.3Ca18.2Cu54.5,"[9, 7]",0.5
Al68.0Si17.0Cr15.0,[9],0
Si10.0Ti90.0,[9],0
B22.0Fe72.0Y4.0W2.0,"[9, 5]",3
Al86.0Fe10.0Co4.0,[9],0
B22.0Al28.0Ni50.0,[9],0
Mg80.0Cu5.0Nd15.0,[9],0
Al84.0Co8.0Ni8.0,[9],0
Al40.0Ni50.0Zr10.0,[9],0
Si2.0Ti13.0Ni59.0Zr16.0Nb7.0Sn3.0,"[9, 5]",3
B8.0Cr16.0Fe76.0,[9],0
B19.2Si4.8Ni72.0Nb4.0,[9],0.5
Al92.5Ca7.5,[9],0
Al94.0Fe2.0Co4.0,[9],0
Al98.0Mn2.0,[9],0
Al35.0Ti20.0Cu45.0,[9],0
B6.0Mn1.0Fe93.0,[9],0
Al82.0Fe4.0Ni14.0,[9],0
C8.0Ni72.0Mo20.0,[9],0
Si11.0Zr59.0Nb30.0,[9],0
Al10.0Cu88.0Ce2.0,[9],0
Ti20.0Ni60.0Cu20.0,[9],0
Be42.0Ti58.0,[9],0
B4.0Cr16.0Fe80.0,[9],0
Al25.0Co20.0Lu55.0,"[9, 5, 7]",3
Fe29.0Cu71.0,[9],0
Al60.0Fe15.0Ce25.0,[9],0
Mg5.0Ca65.0Cu30.0,"[9, 7]",0.5
C14.0Cr46.0Co40.0,[9],0
Al75.0Ni20.0Sm5.0,[9],0
C5.0P12.5Fe82.5,[9],0
Al94.0Mn6.0,[9],0
Be35.0Ti65.0,[9],0
Al25.0Co20.0Er55.0,"[9, 5, 7]",5
Si30.0Ti30.0Ni40.0,[9],0
Mg90.0Y10.0,[9],0
Al80.0Si10.0Cr10.0,[9],0
B5.0Si5.0Mo90.0,[9],0
B14.0Al16.0Ni70.0,[9],0
Mg25.0Ca60.0Zn15.0,"[9, 5, 7]",1
Al3.0Ni12.5Cu12.5Pr72.0,"[9, 7]",1.5
Al85.0Si5.0Cr10.0,[9],0
Al30.0Ti60.0Cu10.0,[9],0
B18.0Fe72.0Cu10.0,[9],0
Al30.0Ni15.0Gd55.0,[9],2.5
Mg15.0Ca65.0Zn20.0,"[9, 5, 7]",6
C13.0Cr40.0Fe47.0,[9],0
Al86.0Co14.0,[9],0
Be20.0Si5.0Ti75.0,[9],0
B8.0Fe82.0Ni10.0,[9],0
Be15.0Si15.0Ti70.0,[9],0
C5.0Si5.0Ni90.0,[9],0
Al17.0Ni12.2Cu12.2La58.6,"[9, 7]",5
Cu75.0Ag20.0Ce5.0,[9],0
Al86.0Fe8.0Ni6.0,[9],0
Si2.0Ti14.0Ni59.0Zr13.0Nb9.0Sn3.0,"[9, 5]",2
Ti80.0Ni20.0,[9],0
Al82.0Mn4.0Ni14.0,[9],0
Mg10.0Ca65.0Zn25.0,"[9, 5, 7]",2
Al2.0Cu92.0Ce6.0,[9],0
Al95.0Co3.0Ce2.0,[9],0
Al90.0Fe4.0Ni6.0,[9],0
Si20.0Nb45.0Mo35.0,[9],0
Mg90.0Ca5.0Zn5.0,[9],0
Fe48.0Ag52.0,[9],0
Mg69.0Ni18.0La13.0,"[9, 7]",0.5
Mg80.0Ni5.0La15.0,[9],0
Al60.0V5.0Ge35.0,[9],0
Mg40.0Ni30.0Ce30.0,[9],0
B19.6Si3.92Fe70.5Y2.0Nb3.92,[9],2
Al60.0Si35.0Cr5.0,[9],0
Al15.2Ni10.8Cu10.8La63.1,"[9, 7]",10
Mg30.0Ca40.0Cu30.0,"[9, 7]",0.5
Al14.0Cu76.0Nd10.0,[9],0
Mg25.0Ca55.0Cu20.0,"[9, 5, 7]",8
B12.0Fe87.0Ni1.0,[9],0
Cu20.0La80.0,[9],0
Al65.0V15.0Cu20.0,[9],0
Al57.0Si15.0Cr28.0,[9],0
Al9.5Fe4.75Cu21.8Zr58.9Ag5.0,"[9, 7]",5
Fe20.0Cu40.0Ag40.0,[9],0
B21.0Fe79.0,[9],0
Al6.0Cu88.0Ce6.0,[9],0
B28.0Si12.0Ni60.0,[9],0
Mg87.5Y12.5,[9],0
Fe87.0Zr13.0,[9],0
Mg10.0Ca60.0Zn30.0,"[9, 7]",0.5
Ti10.0Ni13.0Cu47.0Zr30.0,"[9, 5, 7]",1
Al80.0V10.0Ce10.0,[9],0
B50.0C4.0Ni46.0,[9],0
Al14.0Cu78.0Ce8.0,[9],0
B12.0Mn68.0Fe20.0,[9],0
Mg79.0Cu1.0Y20.0,[9],0
B18.0Al20.0Co62.0,[9],0
B20.0Fe70.0Cu10.0,[9],0
P21.0Ni66.0Cu13.0,[9],0
B2.0Fe86.0Mo12.0,[9],0
Al90.0Mn6.0Ni4.0,[9],0
Al15.0Ni15.0Ce70.0,"[9, 5, 7]",1
Al50.0V10.0Cu40.0,[9],0
Al88.0Mn10.0Ce2.0,[9],0
B6.0Mn15.0Fe79.0,[9],0
C16.0Cr40.0Co44.0,[9],0
Si20.0Ti65.0Ni15.0,[9],0
C5.0Cr5.0Fe90.0,[9],0
B3.0C10.0P10.0Cr3.0Fe64.0Mo10.0,"[9, 2, 5]",2.5
B14.8Si9.9Fe74.2Nb1.0,[9],0.5
Al25.0Ni5.0Cu15.0La55.0,"[9, 5, 7]",4
C16.0Co68.0W16.0,[9],0
Mg60.0Cu25.0Ce15.0,[9],0
Si3.0Ti13.0Ni59.0Zr16.0Nb7.0Sn2.0,"[9, 5]",5
Si16.5Cu2.0Pd81.5,"[9, 5]",2
B10.0Fe65.0Ni25.0,[9],0
Al25.0Mn25.0Cu50.0,[9],0
B8.0Mn72.0Fe20.0,[9],0
C8.0Cr20.0Fe72.0,[9],0
Si16.5Fe15.0Pd68.5,[9],0
Al89.0V5.0Ce6.0,[9],0
B22.0Fe72.0Y5.0W1.0,"[9, 5]",3
B6.0Cr20.0Fe74.0,[9],0
Mg25.0Ca50.0Cu25.0,"[9, 5, 7]",9
Al94.0Mn2.0Ni4.0,[9],0
Mg18.0Ca58.0Cu24.0,"[9, 5, 7]",6
Ti85.0Ni15.0,[9],0
Al75.0Fe15.0Ce10.0,[9],0
Mg40.0Cu20.0Nd40.0,[9],0
Si5.0Ti95.0,[9],0
Mg20.0Cu30.0La50.0,[9],0
C14.0Fe78.0W8.0,[9],0
Al68.6Si14.0Mn17.4,[9],0
Al88.0Co3.0Ni9.0,[9],0
B25.0Si15.0Mo60.0,[9],0
Al45.0V15.0Ge40.0,[9],0
Al25.0Co20.0Sm55.0,"[9, 5, 7]",4
B16.0Fe64.0Cu20.0,[9],0
Al87.5Ca10.0Fe2.5,[9],0
Be25.0Si15.0Ti60.0,[9],0
Mg75.0Cu5.0Ce20.0,[9],0
Mg30.0Cu30.0Y40.0,[9],0
Al75.0Co20.0Ce5.0,[9],0
Al14.0Co4.0Ni4.0Cu13.3Ag2.66La62.0,[9],16
Al89.0Co4.0Ni7.0,[9],0
Si2.0Ti11.0Ni59.0Zr19.0Nb6.0Sn3.0,"[9, 5]",3
Al40.0Ni10.0Zr50.0,[9],0
Mg20.0Ca65.0Cu15.0,"[9, 5, 7]",2
Al19.0Co19.0Cu4.75Zr52.2Ag5.0,"[9, 7]",16
Mg20.0Ca50.0Cu25.0Zn5.0,"[9, 5]",10
Al88.0Fe2.0Co10.0,[9],0
Mg15.4Ca38.4Ag46.2,"[9, 7]",0.3
C18.0Ni70.0Mo12.0,[9],0
C14.0Co50.0Mo36.0,[9],0
Al8.0Ni4.0Cu32.0Zr48.0Ag8.0,"[9, 5, 7]",30
Ni50.0Cu40.0Hf10.0,[9],0
Al10.0Cu86.0Nd4.0,[9],0
Cu95.0Zr5.0,[9],0
Mg70.0Cu15.0La15.0,[9],0
Al89.0Fe4.0Ni7.0,[9],0
P17.0Co9.0Ni74.0,[9],0
Fe10.0Cu32.0Ag58.0,[9],0
Al65.0Si20.0Cr15.0,[9],0
Fe24.0Cu76.0,[9],0
Al25.0Co20.0Nd55.0,"[9, 5, 7]",2
Al18.6Co18.6Cu4.65Zr51.1Ag7.0,"[9, 7]",14
B6.0Cr24.0Fe70.0,[9],0
Fe2.0Cu66.0Ag32.0,[9],0
Al88.0Fe10.0Ni2.0,[9],0
B23.0Fe69.1Mo3.84Dy4.0,[9],1
B6.0C15.0Fe65.0Mo14.0,"[9, 2, 5]",1.5
Al50.0Ni35.0La15.0,[9],0
Si10.0Ti70.0Nb20.0,[9],0
B13.0C12.0Ni75.0,[9],0
Al24.0Co20.0Y21.0Ho35.0,"[9, 5, 7]",5
Al20.0Ni60.0Zr20.0,[9],0
B19.8Si3.96Fe71.2Y1.0Nb3.96,[9],2
Al70.0Ni10.0Nd20.0,[9],0
Al58.0Si22.0Cr20.0,[9],0
B4.0Fe95.0Cu1.0,[9],0
Al50.0Ni10.0Zr40.0,[9],0
Al10.0Ni10.0Cu10.0Ce70.0,"[9, 5, 7]",3
Mg15.0Ca65.0Cu20.0,"[9, 5, 7]",4
B16.0Fe69.0Cu15.0,[9],0
Si5.0Ni95.0,[9],0
B6.0P10.0Fe84.0,[9],0
P19.0Co12.5Ni68.5,[9],0
B3.0Fe85.0Nb12.0,[9],0
Mg95.0Zn5.0,[9],0
Al86.0Fe4.0Co10.0,[9],0
Fe50.0Cu25.0Ag25.0,[9],0
C16.0Cr36.0Co48.0,[9],0
Mg92.5Nd7.5,[9],0
B14.0Al8.0Co78.0,[9],0
Ti9.9Cu59.4Zr29.7Sn1.0,"[9, 7]",5
B10.0Fe75.0Cu15.0,[9],0
Al87.0V5.0Cu8.0,[9],0
Al10.0Cu86.0Ce4.0,[9],0
B12.0Fe83.0Ni5.0,[9],0
B4.0Fe95.0Ni1.0,[9],0
Si2.0Ti13.0Ni59.0Zr15.0Nb8.0Sn3.0,"[9, 5]",2
Mg50.0Al20.0Zn30.0,[9],0
B5.88C12.7Cr9.8Fe58.8Mo8.82Er1.96Pb2.0,[9],5
Al96.0Mn2.0Co2.0,[9],0
Si20.0Ti50.0Nb30.0,[9],0
Al80.0Fe5.0Ce15.0,[9],0
Cu55.0Ga5.0Zr40.0,"[9, 5, 7]",2
B20.0Si2.5Ni77.5,[9],0
Al60.0Fe20.0Ce20.0,[9],0
Al50.0Cu50.0,[9],0
Mg60.0Cu20.0La20.0,[9],0
B5.0C15.0Ni80.0,[9],0
Mg15.0Ca50.0Cu25.0Zn10.0,"[9, 5, 7]",10
B19.2Si4.8Fe65.2Nb4.0Tb6.72,[9],2
B12.0Fe87.0Cu1.0,[9],0
Al80.0Mn10.0Ce10.0,[9],0
B19.2Si4.8Fe71.0Nb4.0Tb0.96,[9],1
P8.5Cu84.5Ag7.0,[9],0
Al83.0Cr17.0,[9],0
P8.5Cu82.5Ag9.0,[9],0
Ti10.0Ni5.0Cu55.0Zr30.0,"[9, 5, 7]",2
B22.0C2.0Ni76.0,[9],0
Mg90.0Zn10.0,[9],0
Cu75.0Zr25.0,[9],0
Al77.0Nb13.0Ce10.0,[9],0
Al9.3Fe4.65Cu21.3Zr57.6Ag7.0,"[9, 7]",4
Ti10.0Ni80.0Cu10.0,[9],0
Mg80.0Ni5.0Y15.0,[9],0
Al40.0Ti20.0Cu40.0,[9],0
Al45.0Ti55.0,[9],0
Mg23.1Ca15.4Cu7.7Ag53.8,"[9, 7]",0.5
P17.0Co5.0Ni78.0,[9],0
Mg15.0Ca60.0Cu25.0,"[9, 5, 7]",1
Al94.0Ni4.0Nd2.0,[9],0
Al24.0Co20.0Y20.0Gd36.0,"[9, 5, 7]",3
B19.2Si4.8Fe21.6Ni50.4Nb4.0,[9],2.5
Si0.6Ti7.41Cu49.4Zr41.9Sn0.6,[9],7
B6.0C15.0Cr6.0Fe52.6Co5.85Mo14.0Er0.5,"[9, 2]",4
Si13.0Ti40.0Nb47.0,[9],0
Si13.0Ti57.0Nb30.0,[9],0
Al70.0Ni20.0Y10.0,[9],0
Ti75.0Ni25.0,[9],0
Al25.0Ni20.0Gd55.0,"[9, 5, 7]",3.5
B32.0C20.0Co48.0,[9],0
Al75.0Si5.0Cr20.0,[9],0
B4.0C4.0P12.0Fe65.0Co10.0Ga5.0,"[9, 2, 5]",2
B23.0Fe56.8Co14.2Nb6.0,[9],2
Al86.0Fe1.0Ni13.0,[9],0
C16.0Co74.0Mo10.0,[9],0
Be10.0Ti90.0,[9],0
B6.0Cr16.0Fe78.0,[9],0
B10.0Cr20.0Fe70.0,[9],0
B50.0C8.0Ni42.0,[9],0
B5.0C5.0Ni90.0,[9],0
Mg87.5Ca7.5Zn5.0,[9],0
Mg7.7Ca30.8Cu7.7Ag53.8,"[9, 7]",0.3
Al25.0Co20.0Tb55.0,"[9, 5, 7]",3
Al80.0Cu10.0La10.0,[9],0
Ti44.1Ni7.05Cu37.0Zr9.8Sn2.0,[9],2
Si5.0Co95.0,[9],0
Al10.0Ti20.0Ni70.0,[9],0
Al88.0Si2.0Cr10.0,[9],0
B16.0Si4.0Ni80.0,[9],0
B10.0Cr18.0Fe72.0,[9],0
Mg10.0Ca50.0Cu25.0Zn15.0,"[9, 5, 7]",2
Mg20.0Ca55.0Zn25.0,"[9, 5, 7]",2
Fe29.0Cu8.0Ag63.0,[9],0
Al14.0Co6.0Ni6.0Cu10.0Ag2.0La62.0,"[9, 7]",16
Al4.0Cu92.0Ce4.0,[9],0
Cu52.5Ga5.0Zr42.5,"[9, 5, 7]",2
B6.0Cr26.0Fe68.0,[9],0
Al92.5Ca2.5Fe5.0,[9],0
Mg23.1Ca15.4Ag61.5,"[9, 7]",0.5
B4.0C17.0Cr15.0Fe49.0Mo14.0Er1.0,"[9, 2, 5]",4
Al70.0Si15.0Cr15.0,[9],0
Mg19.0Ca45.0Cu36.0,"[9, 7]",0.5
Al80.0V15.0Cu5.0,[9],0
B2.0Cr20.0Fe78.0,[9],0
Al83.0Cu15.0Ce2.0,[9],0
Al10.0Ti90.0,[9],0
Fe57.0Cu6.0Ag37.0,[9],0
Al87.0Fe6.0Ni7.0,[9],0
Al89.0Co3.0Ni8.0,[9],0
Ti45.0Ni7.2Cu37.8Zr10.0,"[9, 7]",1
Mg20.0Cu40.0Nd40.0,[9],0
Al8.0Cu86.0Nd6.0,[9],0
Al14.0Co2.0Ni2.0Cu16.6Ag3.34La62.0,[9],16
Si30.0Co70.0,[9],0
Al40.0Si35.0Mn25.0,[9],0
Fe30.0Cu44.0Ag26.0,[9],0
Mg25.0Ca45.0Cu30.0,"[9, 5, 7]",6
Al50.0Cu10.0La40.0,[9],0
Al88.0Co11.0Ni1.0,[9],0
B3.0P14.0Fe83.0,[9],0
Al98.9Ti1.1,[9],0
C22.0Fe74.0W4.0,[9],0
Al10.0Cu84.0Nd6.0,[9],0
Mg40.0Ni40.0Y20.0,[9],0
B4.0V5.0Fe91.0,[9],0
Al84.0Fe4.0Co12.0,[9],0
Al86.0Si2.0Fe12.0,[9],0
Al65.0V20.0Cu15.0,[9],0
Mg40.0Al30.0Zn30.0,[9],0
Al82.0Mn8.0Ni10.0,[9],0
B7.5Si10.0Fe82.5,[9],0
Mg70.0Ni20.0La10.0,"[9, 7]",0.4
Ti21.0Ni34.0Zr45.0,"[9, 7]",0.68
Al15.9Ni11.3Cu11.3La61.4,"[9, 7]",10.5
Mg59.5Cu22.9Ag6.6Gd11.0,"[9, 5, 7]",27
B17.0Fe71.0Y3.0Zr3.0Nb6.0,[2],3
B17.0Fe69.0Y3.0Zr5.0Nb6.0,[2],3
B17.0Fe69.0Co5.0Y3.0Nb6.0,[2],3
B17.0Fe66.0Co8.0Y3.0Nb6.0,[2],2
B17.0Fe74.5Y2.5Nb6.0,[2],1
B17.0Fe73.5Y3.5Nb6.0,[2],1
B15.0Fe62.0Co8.0Y3.0Mo7.0Hf5.0,[2],3
B6.0C14.0Cr14.0Fe50.0Mo14.0Dy2.0,[2],4
B5.0C7.0Al1.0Si3.3P8.7Fe75.0,[2],2
B5.0C7.0Si3.3P8.7Ti1.0Fe75.0,[2],1.5
B5.0C7.0Si3.3P8.7V1.0Fe75.0,[2],1.5
B5.0C7.0Si3.3P8.7Cr1.0Fe75.0,[2],2
B5.0C7.0Si3.3P8.7Mn0.5Fe75.5,[2],1
B5.0C7.0Si3.3P8.7Fe69.0Co7.0,[2],3
B5.0C7.0Si3.3P8.7Fe71.0Ni5.0,[2],3
B5.0C7.0Si3.3P8.7Fe75.7Cu0.3,[2],3
B5.0C7.0Si3.3P8.7Fe75.5Zr0.5,[2],0.5
B5.0C7.0Si3.3P8.7Fe75.5Nb0.5,[2],1.5
B5.0C7.0Si3.3P8.7Fe73.0Mo3.0,[2],5
B15.0Si10.0Fe75.0,[2],0.25
B6.0C15.0Cr15.0Fe48.0Mo14.0Dy2.0,[2],9
B6.0C15.0Cr15.0Fe52.0Mo9.0Er3.0,[2],6
C7.0P13.0Fe77.0Mo3.0,[2],5.5
C7.0P13.0Fe74.0Mo6.0,[2],6
C7.0P13.0Fe71.0Mo9.0,[2],2.5
C7.0P13.0Fe68.0Mo12.0,[2],1
B1.7C8.3P10.0Fe75.0Mo5.0,[2],1.5
B2.0C10.0P12.0Fe71.0Mo5.0,[2],3
B2.5C7.5P10.0Fe75.0Mo5.0,[2],2
B6.0P14.0Fe40.0Ni40.0,[2],2.5
B4.0C4.0Si2.5P10.0Fe76.0Mo3.5,[2],4.5
B4.0C4.0Si2.5P10.0Fe71.0Ni5.0Mo3.5,[2],5.5
B4.0C4.0Si2.5P10.0Fe66.0Ni10.0Mo3.5,[2],4
B4.0C4.0Si2.5P10.0Fe61.0Ni15.0Mo3.5,[2],2.5
B4.0C4.0Si2.5P10.0Fe56.0Ni20.0Mo3.5,[2],1
B4.0C4.0Si2.5P10.0Fe46.0Ni30.0Mo3.5,[2],0.3
B11.0C1.0Si2.0P3.0Fe83.0,[2],0.081
B11.0C1.0Si3.0P2.0Fe83.0,[2],0.067
B8.0C1.0Si4.0P4.0Fe83.0,[2],0.055
B2.0C8.0Si1.0P9.0Fe80.0,[2],1.5
B2.0C8.0Si1.0P9.0Fe79.0Sn1.0,[2],3
B2.0C8.0Si1.0P9.0Fe78.0Sn2.0,[2],3.5
B2.0C8.0Si1.0P9.0Fe77.0Sn3.0,[2],1.5
B22.0Fe68.0Y6.0Nb4.0,[2],5
B22.0Cr2.0Fe66.0Y6.0Nb4.0,[2],5
B22.0Cr4.0Fe64.0Y6.0Nb4.0,[2],5
B22.0Cr6.0Fe62.0Y6.0Nb4.0,[2],4
B6.0C15.0Cr15.0Fe48.0Nb2.0Mo14.0,[2],2
B6.0C15.0Cr15.0Fe46.0Nb4.0Mo14.0,[2],3
B6.0C15.0Cr15.0Fe44.0Nb6.0Mo14.0,[2],2
B6.0P14.0Fe20.0Co60.0,[2],1.2
B6.0P14.0Fe30.0Co50.0,[2],1.6
B6.0P14.0Fe40.0Co40.0,[2],2
B6.0P14.0Fe50.0Co30.0,[2],1.6
B6.0P14.0Fe60.0Co20.0,[2],1.2
B6.0P14.0Fe72.5Co2.5,[2],1.5
B6.0P14.0Fe75.0Co5.0,[2],3
B6.0P14.0Fe67.5Co7.5,[2],3
B6.0P14.0Fe70.0Co10.0,[2],1.5
B20.0Si4.0Fe71.6Cu0.4Nb4.0,[2],1.5
B20.0Si4.0Fe71.4Cu0.6Nb4.0,[2],1.5
B20.0Si4.0Fe71.2Cu0.8Nb4.0,[2],1
B20.0Si4.0Fe71.0Cu1.0Nb4.0,[2],1
B19.0Si1.0Fe63.0Co7.0Zr6.0Nb4.0,[2],2
C7.0P13.0Fe80.0,[2],2
C7.0P13.0Fe75.0Co5.0,[2],2.3
C7.0P13.0Fe70.0Co10.0,[2],2.5
C7.0P13.0Fe65.0Co15.0,[2],2
C7.0P13.0Fe60.0Co20.0,[2],1.8
B13.5Si10.0Fe61.5Co10.0Cu1.0Nb4.0,[2],1.5
B5.0C7.0Si3.3P8.7Fe75.3Cu0.7,[2],1
B12.5Si10.0Fe72.5Cu1.0Nb4.0,[2],0.5
C7.0P13.0Fe75.0Ni5.0,[2],2.5
C7.0P13.0Fe70.0Ni10.0,[2],2.4
C7.0P13.0Fe65.0Ni15.0,[2],2.4
C7.0P13.0Fe60.0Ni20.0,[2],2.3
C7.0P13.0Fe55.0Ni25.0,[2],2
C7.0P13.0Fe50.0Ni30.0,[2],1.8
B5.0C10.0P10.0Fe65.0Ni5.0Mo5.0,[2],3
B5.0C10.0P10.0Fe55.0Ni15.0Mo5.0,[2],3
B5.0C10.0P10.0Fe55.0Co10.0Ni5.0Mo5.0,[2],4
B4.0C5.0Al5.0P11.0Fe73.0Ga2.0,[2],1
B2.0C10.0P12.0Cr2.0Fe69.0Mo5.0,[2],3
B5.5C6.0Si3.3P8.7Fe75.5Cu1.0,[2],1
